review_id,platform,review_text_raw,label,label_reason,annotator,annotated_at,store_or_product_name,rating,has_photo,event_flag_raw,reorder_count_raw,notes
km_25547664-리뷰어-이름-2025-12-08-달고-느끼함-불친절-좁음-루꼴라-샌드위치는-맛있음,kakaomap,"달고 느끼함 불친절, 좁음, 루꼴라 샌드위치는 맛있음",,,,,데조로의집,3,0,,,
km_25547664-리뷰어-이름-2025-12-07-너무-너무-비좁아요-그리고-불친절해요-매장에서-빵-안내를-잘못-표기해서-잘못-구매했는데-응대-방식이-정말-구리네요-운영-방식,kakaomap,너무 너무 비좁아요….그리고 불친절해요. 매장에서 빵 안내를 잘못 표기해서 잘못 구매했는데 ㅋㅋㅋㅋㅋㅋㅋ 응대 방식이 정말 구리네요…운영 방식 보면 정떨어짐,,,,,데조로의집,1,0,,,
km_25547664-리뷰어-이름-2025-11-01-데조로는-슈크림-초코소라빵,kakaomap,"데조로는 슈크림, 초코소라빵!",,,,,데조로의집,5,0,,,
km_25547664-리뷰어-이름-2025-08-08-티슈-좀-받을-수-있냐니까-집어서-봉투에-냅다-그냥-던져버리시네,kakaomap,티슈 좀 받을 수 있냐니까 집어서 봉투에 냅다 그냥 던져버리시네..,,,,,데조로의집,1,0,,,
km_25547664-리뷰어-이름-2025-07-29-바질-크런치-베이글이랑-먹물바게트-사먹었는데-둘다-달아요-특히-먹물바게트는-어제-만든-빵마냥-질기던데-돈이-아까울-정도입니다-가성비도-별로라서,kakaomap,바질 크런치 베이글이랑 먹물바게트 사먹었는데 둘다 달아요 특히 먹물바게트는 어제 만든 빵마냥 질기던데 돈이 아까울 정도입니다 가성비도 별로라서 차라리 성심당가서 웨이팅하고 빵 사먹겠네요,,,,,데조로의집,1,0,,,
km_25547664-리뷰어-이름-2025-07-23-직원-전부-일하기-싫은-듯한-느낌을-주지만-빵은-정말-맛있음-바질페스토-들어간-빵이-더보기,kakaomap,직원 전부 일하기 싫은 듯한 느낌을 주지만 빵은 정말 맛있음. 바질페스토? 들어간 빵이 ... 더보기,,,,,데조로의집,4,0,,,
km_25547664-리뷰어-이름-2025-06-17-빵만-조금-맛있고-다른건-다-최악인곳-이정도면-직원에-신경안쓰는-사장이-제일-문제임-직원들-특히-남직원-한명은-더보기,kakaomap,빵만 조금 맛있고 다른건 다 최악인곳 이정도면 직원에 신경안쓰는 사장이 제일 문제임. 직원들 특히 남직원 한명은 ... 더보기,,,,,데조로의집,1,0,,,
km_25547664-리뷰어-이름-2025-06-01-혹시-남직원-사장님-아들인가요-어떻게-일하시는건지-웬만해서는-후기-안-남기는데-갈때마다-기분나쁩니다-빵은-맛있어요,kakaomap,혹시 남직원 사장님 아들인가요?????? 어떻게 일하시는건지 웬만해서는 후기 안 남기는데 갈때마다 기분나쁩니다 빵은 맛있어요,,,,,데조로의집,1,0,,,
km_25547664-리뷰어-이름-2025-05-25-성남시-삼평동-평점-3-9-삼평동에서-오래-살아남는-빵집-중-하나-좀-달기는-하나-맛있는-집임-요즘은-빵-종류가-점점-줄어-더보기,kakaomap,성남시 삼평동 평점 : 3.9 삼평동에서 오래 살아남는 빵집 중 하나. 좀 달기는 하나 맛있는 집임. 요즘은 빵 종류가 점점 줄어... 더보기,,,,,데조로의집,4,0,,,
km_811744471-리뷰어-이름-2026-02-28-맛있게-잘-먹었습니다-대기하는-동안-직원분께서-순서를-조정해주시며-친절하게-응대해주셨고-셰프님도-테이블마다-스몰토크를-나누고-사진도-찍,kakaomap,"맛있게 잘 먹었습니다. 대기하는 동안 직원분께서 순서를 조정해주시며 친절하게 응대해주셨고, 셰프님도 테이블마다 스몰토크를 나누고 사진도 찍... 더보기",,,,,도량,2,1,,,
km_811744471-리뷰어-이름-2026-02-14-대표메뉴들-포함-모두-맛있게-잘-먹었어요-셰프님께서-돌아다니시면서-친절히-인사해주세요-아침-일찍-웨이팅-해보는-것도-재미있는-경험이었습니,kakaomap,대표메뉴들 포함 모두 맛있게 잘 먹었어요😋 셰프님께서 돌아다니시면서 친절히 인사해주세요 ㅎㅎ 아침 일찍 웨이팅 해보는 것도 재미있는 경험이었습니다. 응원합니다!,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2026-02-10-동파육-너무-맛있네여-간-적당하고-부드럽고-셰프님-친절히-안내도-해주셔서-또-가고-싶슴다,kakaomap,동파육 너무 맛있네여 간 적당하고 부드럽고!!! 셰프님 친절히 안내도 해주셔서 또 가고 싶슴다,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2026-01-28-3번-방문했고-2번-셰프님-만났어용-늘-친절하심-양고기튀김-맛이-좀-강하지만-양고기-좋아하-더보기,kakaomap,3번 방문했고 2번 셰프님 만났어용. 늘 친절하심 양고기튀김 : 맛이 좀 강하지만 양고기 좋아하... 더보기,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2026-01-27-동파육-너무-맛있음-가격이-있긴-하지만-양-많아서-좋았어요-짬뽕은-국물에서-깊은-해물맛이-난다고-지인이-아주-만족함,kakaomap,동파육 너무 맛있음…!!!!! 가격이 있긴 하지만 양 많아서 좋았어요 + 짬뽕은 국물에서 깊은 해물맛이 난다고 지인이 아주 만족함,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2026-01-26-웨이팅-힘들지만-보람있는-맛-짬뽕이-제일-맛있음,kakaomap,웨이팅 힘들지만 보람있는 맛 짬뽕이 제일 맛있음,,,,,도량,4,1,,,
km_811744471-리뷰어-이름-2026-01-25-맛있게-잘-먹었어요-사장님이-테이블마다-와서-인사도-해주시고-사진도-찍어주시고-즐거운-식사였네요,kakaomap,맛있게 잘 먹었어요🫡 사장님이 테이블마다 와서 인사도 해주시고 사진도 찍어주시고. 즐거운 식사였네요.,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2026-01-17-양튀김은-짰고-동파육은-익숙한-맛이지만-좋았다,kakaomap,양튀김은 짰고 동파육은 익숙한 맛이지만 좋았다,,,,,도량,4,1,,,
km_811744471-리뷰어-이름-2026-01-13-셰프님이-정말-정말-정말-친절하심-쏘스윗가이-소소한-팬서비스까지-양고기-튀김-겁나-맛있음-포장하고-집에-가서-완전-식은-거-마저-먹,kakaomap,셰프님이 정말 정말 정말 친절하심 ㅠㅠ 쏘스윗가이 소소한 팬서비스까지 ㅎㅎ 양고기 튀김 겁나 맛있음. 포장하고 집에 가서 완전 식은 거 마저 먹었... 더보기,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2025-12-18-12-18-오전-11시-캐치테이블-예약후-방문-역시나-철가방-쉐프님이스몰토크-해주심-들어보니-한달에-23일은-나오시고-동-더보기,kakaomap,12/18 오전 11시 캐치테이블 예약후 방문 역시나 철가방 쉐프님이스몰토크 해주심. 들어보니 한달에 23일은 나오시고 동... 더보기,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2025-12-15-테이블마다-스몰토크-해주시는-친절함까지,kakaomap,ㅜㅜㅜㅜㅜㅜㅜㅜㅜ 테이블마다 스몰토크 해주시는 친절함까지 ..,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2025-11-22-전반적으로-평이-좋은-것처럼-맛있는-집-두명에서-메인요리-3개-시킴-동파육-더보기,kakaomap,전반적으로 평이 좋은 것처럼 맛있는 집 두명에서 메인요리 3개 시킴 동파육... 더보기,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2025-11-19-메뉴-총-다섯개-대표-3개-짜장-마파두부덮밥-양고기는-원래-좋아하지-않아-논외-동파육-잡내-더보기,kakaomap,"메뉴 총 다섯개 대표 3개 짜장,마파두부덮밥 양고기는 원래 좋아하지 않아 논외. 동파육 잡내... 더보기",,,,,도량,3,1,,,
km_811744471-리뷰어-이름-2025-11-03-깨끗하고-직원분들-친절하고-음식도-맛났습니다-근데-어마무시하게-힘들게-예약하고-이-가격으로는-굳이-성인6명이서-대략50만원,kakaomap,"깨끗하고 직원분들 친절하고 음식도 맛났습니다. 근데 어마무시하게 힘들게 예약하고 이 가격으로는 굳이? 성인6명이서 대략50만원,,,",,,,,도량,2,1,,,
km_811744471-리뷰어-이름-2025-10-29-예약하기-지나치게-빡센-것-치고-맛-평범함,kakaomap,예약하기 지나치게 빡센 것 치고 맛 평범함..,,,,,도량,3,1,,,
km_811744471-리뷰어-이름-2025-09-10-동파육-정말-맛있어어요-새우완탕면도-시켰는대-이것도-맛있었는대-동파육이-정말-맛나요-처음맛과-끝맛이-동일해요-양념-삭삭긁어먹었습니다,kakaomap,동파육 정말 맛있어어요 새우완탕면도 시켰는대 이것도 맛있었는대 동파육이 정말 맛나요🥹 처음맛과 끝맛이 동일해요 양념 삭삭긁어먹었습니다,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2025-09-01-1층-주차비는-웨이팅-3시간-넘게했더니-2만-천원나옴-공영에-하는-걸-추천-기본-메뉴인-레몬탕수-해물짜장-해물짬뽕-더보기,kakaomap,1층 주차비는 웨이팅 3시간 넘게했더니 2만 천원나옴 공영에 하는 걸 추천 기본 메뉴인 레몬탕수 해물짜장 해물짬뽕 ... 더보기,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2025-08-24-회사-회식으로-방문했는데-직원분들-서비스도-너무-좋고-음식도-하나하나-맛있었어요-역시-동파육이-제일-맛잇엇습니당,kakaomap,회사 회식으로 방문했는데 직원분들 서비스도 너무 좋고 음식도 하나하나 맛있었어요 역시 동파육이 제일 맛잇엇습니당🤤,,,,,도량,5,1,,,
km_811744471-리뷰어-이름-2025-07-22-동파육이-정말-부드럽습니다-어향가지는-탱글탱글한-새우살이-가득차서-식감이-짱,kakaomap,동파육이 정말 부드럽습니다 어향가지는 탱글탱글한 새우살이 가득차서 식감이 짱,,,,,도량,5,1,,,
km_10115439-리뷰어-이름-2026-02-28-흑백요리사-보더니-다들-100인의-평가단이라도-된건가-8만원-코스요리-먹고-왔는데-배터지는줄-알았어요-쉐프님은-안계셔서-아쉬웠지만-음식도,kakaomap,"흑백요리사 보더니 다들 100인의 평가단이라도 된건가.. 8만원 코스요리 먹고 왔는데 배터지는줄 알았어요. 쉐프님은 안계셔서 아쉬웠지만, 음식도 너무 맛있었고 좋았어요. ㅠㅠ 유... 더보기",,,,,가매일식 본점,5,1,,,
km_10115439-리뷰어-이름-2025-11-05-가족-저녁식사에-4명에-갔는데-최악이었음-미리-예약했고-8월말이라-너무-더운-날씨인데-에어컨도-미리-안켜져있고-에어컨-30년은-된듯-아무리,kakaomap,가족 저녁식사에 4명에 갔는데 최악이었음. 미리 예약했고 8월말이라 너무 더운 날씨인데 에어컨도 미리 안켜져있고 에어컨 30년은 된듯. 아무리 틀어도 먹는내내 강제 찜질방 코스임. 네명에서 30만원 넘게 쓴 가격... 더보기,,,,,가매일식 본점,1,1,,,
km_10115439-리뷰어-이름-2025-07-08-흑백요리사-안유성-명장님의-가매일식-런치-오마카세-맛은-확실히-보장되지만-기대치가-너무-높다면-살짝-아쉬울-수도-있는-구-더보기,kakaomap,"흑백요리사 안유성 명장님의 가매일식 런치 오마카세, 맛은 확실히 보장되지만 기대치가 너무 높다면 살짝 아쉬울 수도 있는 구... 더보기",,,,,가매일식 본점,3,1,,,
km_10115439-리뷰어-이름-2025-06-02-1-테이블-끈적끈적-2-이-메뉴-구성이-왜-인당-48-000원이여-3-서버분이-음식을-가운데-안놓고-매번-5번넘게-사-더보기,kakaomap,"1. 테이블 끈적끈적 2. 이 메뉴 구성이 왜 인당 48,000원이여 ㅠ 3. 서버분이 음식을 가운데 안놓고 매번(5번넘게) 사... 더보기",,,,,가매일식 본점,1,1,,,
km_10115439-리뷰어-이름-2025-05-04-예약없이-당일-방문이었는데-조금-기다리니-식사-끝낸-테이블-얼릉-치워주셔서-감사했습이다-내부-규모가-무척-커서-놀랬어요-직원분들-무척-친절,kakaomap,예약없이 당일 방문이었는데 조금 기다리니 식사 끝낸 테이블 얼릉 치워주셔서 감사했습이다. 내부 규모가 무척 커서 놀랬어요^^ 직원분들 무척 친절하십니다.명장님께서 직접 초밥을 내어오... 더보기,,,,,가매일식 본점,5,1,,,
km_10115439-리뷰어-이름-2025-05-04-최악인-이유-밑에-요약해서-써놨습니다-회-b코스-인당-8만원짜리-어버이날-기념으로-먹-더보기,kakaomap,<최악인 이유 밑에 요약해서 써놨습니다> 회 b코스 인당 8만원짜리 어버이날 기념으로 먹... 더보기,,,,,가매일식 본점,1,1,,,
km_10115439-리뷰어-이름-2025-03-02-점심런치-먹었음-엄청나게-화려하고-어디에도-맛볼-수-없는-그런-맛으로-기대하고-가면-실망할듯함-식당-인테리어도-더보기,kakaomap,점심런치 먹었음 엄청나게 화려하고 어디에도 맛볼 수 없는 그런 맛으로 기대하고 가면 실망할듯함. 식당 인테리어도... 더보기,,,,,가매일식 본점,4,1,,,
km_10115439-리뷰어-이름-2025-02-01-명장님이-너무-궁금해서-광주를-간김에-빠르게-예약했고-예약을-했으나-시스템은-잘-안잡혀있는것-같았어요-제-예약시간이-더보기,kakaomap,"명장님이 너무 궁금해서 광주를 간김에 빠르게 예약했고, 예약을 했으나 시스템은 잘 안잡혀있는것 같았어요 제 예약시간이... 더보기",,,,,가매일식 본점,3,1,,,
km_10115439-리뷰어-이름-2025-01-31-그렇다-회가-미치도록-맛있다-숙성이-진짜-잘되고-텐동-정말바삭하고-미쳤음-돈-값은-함-기념일때-오면-좋을듯-싶음-가격은-넘사벽-어,kakaomap,그렇다. 회가 미치도록 맛있다. 숙성이 진짜 잘되고 텐동 정말바삭하고 미쳤음. 돈 값은 함. 기념일때 오면 좋을듯 싶음. 가격은 넘사벽ㅜㅜㅜ 어쩔수없지,,,,,가매일식 본점,5,1,,,
km_10115439-리뷰어-이름-2025-01-20-내-인생-최고의-참돔-한점-장흥보다-더-맛있는-장흥삼합-등-먹는동안-눈과-입이-즐거웠던-집-단-2-더보기,kakaomap,내 인생 최고의 참돔 한점 장흥보다 더 맛있는 장흥삼합 등 먹는동안 눈과 입이 즐거웠던 집 단 2... 더보기,,,,,가매일식 본점,4,1,,,
km_10115439-리뷰어-이름-2024-10-07-서울에서-볼-일이-있어-급하게-광주-방문했다가-맛집-찾아보니-제일-많이-뜨고-요즘-방송-잘-보고-있어서-방문해봤어요-룸에서-오마카세-B코스,kakaomap,"서울에서 볼 일이 있어 급하게 광주 방문했다가, 맛집 찾아보니 제일 많이 뜨고 요즘 방송 잘 보고 있어서 방문해봤어요. 룸에서 오마카세 B코스 먹어서 1인 8만... 더보기",,,,,가매일식 본점,2,1,,,
km_10115439-리뷰어-이름-2024-09-28-흑백요리사-보고-서울에서-갔어요-실망했어요-오마카세-1인-10만원-코스에-먹는방법-어떠한-설명도-없이-그릇을-던지고-더보기,kakaomap,흑백요리사 보고 서울에서 갔어요 실망했어요 ㅠ 오마카세 1인 10만원 코스에 먹는방법 어떠한 설명도 없이 그릇을 던지고 ... 더보기,,,,,가매일식 본점,1,1,,,
km_10115439-리뷰어-이름-2026-01-26-추하네요,kakaomap,추하네요,,,,,가매일식 본점,1,1,,,
km_10115439-리뷰어-이름-2026-01-26-명장도-다시따지-그래요-원하시는-분으로,kakaomap,명장도 다시따지 그래요 원하시는 분으로,,,,,가매일식 본점,3,1,,,
km_10115439-리뷰어-이름-2026-01-25-가성비-제외-만족,kakaomap,가성비 제외 만족,,,,,가매일식 본점,3,1,,,
km_10115439-리뷰어-이름-2025-11-20-안유성-명장님-잘-들으세요-제가-정말-광주를-사랑하고-명장님이-요리-실력으로-높은-경지에-노르신걸-존경하는-마음에-진심어린-충-더보기,kakaomap,"안유성 명장님, 잘 들으세요. 제가 정말 광주를 사랑하고 명장님이 요리 실력으로 높은 경지에 노르신걸 존경하는 마음에 진심어린 충... 더보기",,,,,가매일식 본점,1,1,,,
km_10115439-리뷰어-이름-2025-11-04-12만원짜리-코스로-먹었는데-회가-정말-신선하고-맛있었어요-코스도-정말-다양하게-나옵니다-마지막까-더보기,kakaomap,12만원짜리 코스로 먹었는데 회가 정말 신선하고 맛있었어요😋 코스도 정말 다양하게 나옵니다 마지막까... 더보기,,,,,가매일식 본점,5,1,,,
km_10115439-리뷰어-이름-2025-10-14-가매-명장님이-유명해지셨어요-맛있어요-여기서-토하젓-이런게-하나하나-맛있어요-다만-가격이-좀-있고-요새는-자리도-잡기-힘들어서-안,kakaomap,가매.. 명장님이 유명해지셨어요.. 맛있어요 여기서 토하젓 이런게 하나하나 맛있어요 다만 가격이 좀 있고 요새는 자리도 잡기 힘들어서 ... 안유성 명장님이 선두긴 하지만 광주에는 이렇게 맛있는 일식점이 참 많긴 하니깐...,,,,,가매일식 본점,3,1,,,
km_10115439-리뷰어-이름-2025-09-07-콜기지-2만원-가성비-좋음-전반적인-음식이나-서비스가-약간-아쉬우나-명장님-얼굴보고-사진찍어주시는-값-생각하면-맞습니다,kakaomap,"콜기지 2만원 가성비 좋음, 전반적인 음식이나 서비스가 약간 아쉬우나 명장님 얼굴보고 사진찍어주시는 값 생각하면 맞습니다",,,,,가매일식 본점,5,1,,,
km_10115439-리뷰어-이름-2025-08-17-2025-08-16-첫방문이었고-텐동세트-먹었습니다-역시-일반-텐동집이나-초밥집과는-다릅니다-특히-초밥은-정말-맛있었고-텐동-더보기,kakaomap,"2025.08.16 첫방문이었고 텐동세트 먹었습니다. 역시 일반 텐동집이나 초밥집과는 다릅니다. 특히 초밥은 정말 맛있었고, 텐동... 더보기",,,,,가매일식 본점,4,1,,,
km_10115439-리뷰어-이름-2025-08-16-기대와-가격에-비해-특별한-건-못-느꼈지만-광주에서-식도락을-찾으시는-분들에게-괜찮은-선택지입니다-텐동-더보기,kakaomap,기대와 가격에 비해 특별한 건 못 느꼈지만 광주에서 식도락을 찾으시는 분들에게 괜찮은 선택지입니다 텐동... 더보기,,,,,가매일식 본점,4,1,,,
km_10115439-리뷰어-이름-2025-06-01-추천합니다-친절하고-깔끔하고-맛있습니다-또갈겁니다,kakaomap,추천합니다. 친절하고 깔끔하고 맛있습니다.또갈겁니다.,,,,,가매일식 본점,5,1,,,
km_10115439-리뷰어-이름-2025-05-16-런치정식-기준-리뷰고-숙성회를-좋아하는-분들이-가면-더-마음에-들어했을거라는-생각은-듬-5월-기준-런치-A-B가-통합되고-48000원짜리-런치,kakaomap,"런치정식 기준 리뷰고 숙성회를 좋아하는 분들이 가면 더 마음에 들어했을거라는 생각은 듬. 5월 기준 런치 A,B가 통합되고 48000원짜리 런치세트만 있음. 그러나 아무리 생각해도 가격을 생각하면 전반적으로... 더보기",,,,,가매일식 본점,3,1,,,
km_10115439-리뷰어-이름-2025-04-24-회가-쫄깃-탱탱하니-식감-좋고-도톰-코스에-서빙된-모든-해산물이-비린내-하나도-없이-신선-초밥-튀김-우동-등-모든-메뉴-맛-더보기,kakaomap,"회가 쫄깃 탱탱하니 식감 좋고 도톰, 코스에 서빙된 모든 해산물이 비린내 하나도 없이 신선. 초밥, 튀김, 우동 등 모든 메뉴 맛... 더보기",,,,,가매일식 본점,5,1,,,
